short_name,long_name,sofifa_id,age,dob,nationality,height_cm,body_type,weight_kg,club,player_url,overall_potential,value_eur,wage_eur,work_rate,team_position,team_jersey_number,shooting,passing,dribbling,defending,player_traits,attacking_short_passing,skill_dribbling,skill_long_passing,skill_ball_control,power_shot_power,power_strength,power_long_shots,defending_standing_tackle,defending_sliding_tackle
A. Al Saluli,Awn Al Saluli,241862,20,9/2/98,Saudi Arabia,195,Lean,80,Al Fayha,https://sofifa.com/player/241862/awn-al-saluli/20/159586,59,280000,2000,Low/Medium,SUB,23,38,42,34,59,Not Provided,53,29,38,32,54,68,51,60,57
A. Al Shahrani,Abdulaziz Al Shahrani,248339,24,10/30/94,Saudi Arabia,173,Lean,70,Damac FC,https://sofifa.com/player/248339/abdulaziz-al-shahrani/20/159586,60,280000,3000,Medium/Medium,CAM,10,51,57,62,32,Not Provided,60,63,57,62,49,50,43,33,34
A. Al Shamekh,Abdullah Abdulkarim Al Shamekh,221812,26,5/28/93,Saudi Arabia,176,Lean,76,Al Shabab,https://sofifa.com/player/221812/abdullah-al-shamekh/20/159586,64,500000,7000,Medium/Medium,LB,17,39,56,61,59,Not Provided,57,58,45,63,57,69,46,64,59
A. Al Shammari,Abdullah Haif Al Shammari,220023,25,9/17/93,Saudi Arabia,188,Lean,72,Al Hazem,https://sofifa.com/player/220023/abdullah-haif-al-shammari/20/159586,63,425000,3000,Low/Medium,LCB,28,38,48,52,63,Not Provided,54,49,43,53,48,70,41,66,63
A. Al Shammary,Abdulmalek Al Shammary,235500,23,8/15/95,Saudi Arabia,178,Lean,66,Al Shabab,https://sofifa.com/player/235500/abdulmalek-al-shammary/20/159586,62,375000,5000,Medium/Medium,SUB,11,48,57,65,54,Not Provided,60,62,56,62,44,65,42,58,50
A. Al Shamrani,Ahmed Al Shamrani,235481,25,4/24/94,Saudi Arabia,175,Lean,65,Al Hazem,https://sofifa.com/player/235481/ahmed-al-shamrani/20/159586,59,170000,2000,Medium/Medium,SUB,70,29,42,43,57,Not Provided,51,32,47,48,37,70,32,58,57
A. Al Sulayhim,Abdulmajeed Al Sulayhim,220895,25,5/15/94,Saudi Arabia,171,Lean,63,Al Shabab,https://sofifa.com/player/220895/abdulmajeed-al-sulayhim/20/159586,67,950000,10000,Medium/Low,LCM,8,54,62,72,60,"Selfish, Crowd Favourite",67,68,65,70,57,58,51,61,62
A. Al Sultan,Ahmed Al Sultan,220033,25,7/21/93,Saudi Arabia,176,Lean,63,Al Adalah,https://sofifa.com/player/220033/ahmed-al-sultan/20/159586,58,140000,3000,Medium/Medium,LCM,6,41,56,59,53,Not Provided,62,56,59,59,49,48,44,55,52
A. Al Suwat,Abdulmajeed Abdullah Al-Swat,232682,24,4/21/95,Saudi Arabia,168,Normal,54,Al Taawoun,https://sofifa.com/player/232682/abdulmajeed-al-suwat/20/159586,63,500000,4000,Medium/Medium,CAM,80,60,59,66,44,Not Provided,66,68,61,65,68,63,56,53,51
A. Al Yami,Abdulrahman Al Yami,244883,22,6/19/97,Saudi Arabia,174,Lean,65,Al Hazem,https://sofifa.com/player/244883/abdulrahman-al-yami/20/159586,60,350000,2000,Medium/Low,SUB,3,58,46,60,20,Not Provided,49,59,37,58,56,51,58,18,17
A. Al Yousef,Abdullah Al Yousef,209172,29,9/16/89,Saudi Arabia,176,Lean,67,Al Adalah,https://sofifa.com/player/209172/abdullah-al-yousef/20/159586,58,100000,3000,Medium/Medium,SUB,8,44,51,56,54,Not Provided,52,55,48,54,47,55,50,57,57
A. Al Yousif,Abdullah Al Yousif,235710,22,10/29/96,Saudi Arabia,186,Lean,74,Al Fateh,https://sofifa.com/player/235710/abdullah-al-yousif/20/159586,58,180000,4000,Medium/Medium,SUB,23,37,49,51,53,Not Provided,53,46,45,54,42,62,37,54,51
A. Al Zain,Ahmed Yousef Al Zain,230532,27,7/2/91,Saudi Arabia,182,Lean,65,Al Raed,https://sofifa.com/player/230532/ahmed-yousef-al-zain/20/159586,63,375000,4000,High/Medium,RM,80,58,58,63,42,Early Crosser,60,64,56,62,61,56,57,47,44
A. Al Zaqan,Ali Ahmed Al Zaqan,210792,28,1/11/91,Saudi Arabia,178,Normal,71,Al Fateh,https://sofifa.com/player/210792/ali-ahmed-al-zaqan/20/159586,64,450000,7000,High/Low,SUB,26,63,56,67,19,Not Provided,58,67,55,65,64,67,57,11,16
A. Al Zori,Abdullah Mohammed Al Zoari Al Dossary,191260,31,8/13/87,Saudi Arabia,180,Normal,69,Al Wehda,https://sofifa.com/player/191260/abdullah-al-zori/20/159586,64,325000,5000,High/Medium,LB,3,44,53,61,63,Injury Prone,58,57,45,66,51,81,40,64,63
A. Al Zubaidi,Ali Al Zubaidi,210790,26,6/4/93,Saudi Arabia,182,Normal,78,Al Wehda,https://sofifa.com/player/210790/ali-al-zubaidi/20/159586,61,270000,4000,High/Medium,SUB,17,49,55,57,54,Not Provided,60,53,61,55,54,81,41,63,64
A. Albers,Andreas Albers Nielsen,234476,29,3/23/90,Denmark,193,Normal,88,SSV Jahn Regensburg,https://sofifa.com/player/234476/andreas-albers/20/159586,59,160000,3000,Medium/Medium,SUB,19,58,39,48,28,Not Provided,47,45,32,51,53,81,50,16,16
A. Aldrete,Adrián Alexei Aldrete Rodríguez,167532,31,6/14/88,Mexico,177,Lean,75,Cruz Azul,https://sofifa.com/player/167532/adrian-aldrete/20/159586,70,1300000,13000,Medium/Medium,LB,16,54,65,67,67,Not Provided,67,66,63,68,70,64,67,68,70
A. Aleo,Agustín Ignacio Aleo,242921,21,5/20/98,Argentina,175,Normal,70,Godoy Cruz,https://sofifa.com/player/242921/agustin-aleo/20/159586,61,400000,1000,Medium/Medium,RES,4,44,50,63,57,Not Provided,52,62,44,63,54,57,45,60,64
A. Alfárnez,Anthony Alfárnez,251693,34,4/7/85,Ecuador,182,Normal,78,Ecuador,https://sofifa.com/player/251693/anthony-alfarnez/20/159586,73,0,0,Medium/High,,null,70,56,72,30,Not Provided,60,74,50,73,72,75,66,37,37
A. Allione,Agustín Allione,215152,24,10/28/94,Argentina,169,Normal,69,Rosario Central,https://sofifa.com/player/215152/agustin-allione/20/159586,72,4100000,11000,Medium/Medium,SUB,8,62,70,73,34,"Selfish, Crowd Favourite",71,74,68,71,69,56,52,23,36
A. Almendra,Agustín Almendra,242081,19,2/11/00,Argentina,182,Lean,76,Boca Juniors,https://sofifa.com/player/242081/agustin-almendra/20/159586,69,2200000,6000,Medium/Medium,SUB,39,57,67,69,59,Not Provided,75,67,73,73,59,64,56,68,64
A. Almici,Alberto Almici,204616,26,1/11/93,Italy,179,Normal,75,Hellas Verona,https://sofifa.com/player/204616/alberto-almici/20/159586,69,1100000,7000,High/Medium,RES,29,42,64,64,61,Speed Dribbler (CPU AI Only),69,60,67,68,65,74,65,60,62
A. Alonzo,Ángel Alonzo,246756,19,1/27/00,Mexico,185,Normal,72,Club Necaxa,https://sofifa.com/player/246756/angel-alonzo/20/159586,56,160000,1000,Medium/Medium,RES,81,0,0,0,0,Not Provided,22,7,16,11,44,58,5,10,13
A. Alsanati,André Alsanati,247892,19,1/6/00,Sweden,164,Normal,60,Hammarby IF,https://sofifa.com/player/247892/andre-alsanati/20/159586,56,190000,1000,Medium/Medium,SUB,29,50,55,59,23,Not Provided,56,59,54,58,54,54,43,25,23
A. Alégué,Alexis Alégué,231346,22,12/23/96,Cameroon,175,Lean,68,FC Nantes,https://sofifa.com/player/231346/alexis-alegue/20/159586,61,325000,4000,Medium/Low,RES,41,56,56,66,28,Not Provided,61,68,50,64,63,44,54,29,28
A. Amade,Alfons Amade,242184,19,11/12/99,Germany,170,Lean,63,Eintracht Braunschweig,https://sofifa.com/player/242184/alfons-amade/20/159586,61,500000,1000,Medium/Medium,SUB,29,33,44,65,59,Not Provided,44,63,33,60,33,37,29,64,60
A. Amadi-Holloway,Aaron Amadi-Holloway,203504,26,2/21/93,Wales,188,Normal,83,Brisbane Roar,https://sofifa.com/player/203504/aaron-amadi-holloway/20/159586,61,300000,1000,High/Medium,RM,20,56,48,61,46,Not Provided,58,59,52,64,61,78,49,52,48
A. Amaya,Andrés Felipe Amaya Rivera,238182,18,4/25/01,Colombia,170,Lean,61,Atlético Huila,https://sofifa.com/player/238182/andres-amaya/20/159586,62,625000,1000,High/Low,SUB,11,55,50,66,34,Not Provided,57,65,46,63,56,46,43,21,27
A. Ammitzbøll,Alexander Ammitzbøll,241138,20,2/17/99,Denmark,188,Normal,78,Aarhus GF,https://sofifa.com/player/241138/alexander-ammitzboll/20/159586,57,170000,2000,Medium/Medium,SUB,38,53,40,56,28,Not Provided,49,56,29,55,56,69,48,26,16
A. Andersson,Adam Andersson,227601,22,11/11/96,Sweden,178,Lean,71,BK Häcken,https://sofifa.com/player/227601/adam-andersson/20/159586,64,575000,1000,Medium/Medium,LB,28,45,59,64,60,Not Provided,64,61,62,65,53,59,49,62,58
A. Ando,Akira Ando,241898,24,6/28/95,Japan,173,Normal,70,Matsumoto Yamaga,https://sofifa.com/player/241898/akira-ando/20/159586,56,110000,1000,Medium/High,RES,32,38,48,53,56,Not Provided,56,50,53,54,51,69,40,64,53
A. Andrade,Andrés Felipe Andrade Torres,214369,30,2/23/89,Colombia,177,Normal,71,Club Atlas,https://sofifa.com/player/214369/andres-andrade/20/159586,70,1700000,12000,High/Low,RCM,8,67,67,72,46,"Long Throw-in, Injury Free, Selfish, Crowd Favourite",68,72,70,71,78,62,68,35,29
A. Andrade,Andrés Andrade,252873,20,10/16/98,Panama,187,Normal,78,LASK Linz,https://sofifa.com/player/252873/andres-andrade/20/159586,60,325000,1000,Medium/Medium,SUB,30,28,46,46,60,Not Provided,50,36,47,56,42,71,24,64,62
A. Androutsos,Athanasios Androutsos,234987,22,5/6/97,Greece,175,Lean,67,Olympiacos CFP,https://sofifa.com/player/234987/athanasios-androutsos/20/159586,68,1400000,1000,Medium/Medium,RES,32,64,66,69,57,Not Provided,72,68,64,70,64,59,62,56,55
A. André Jr,Alexis André Jr,240884,22,5/31/97,Morocco,188,Lean,80,Bristol Rovers,https://sofifa.com/player/240884/alexis-andre-jr/20/159586,52,50000,1000,Medium/Medium,RES,39,0,0,0,0,Not Provided,28,12,29,15,49,51,6,8,15
A. Andrésson,Axel Andrésson,228608,21,1/27/98,Iceland,193,Normal,83,Viking FK,https://sofifa.com/player/228608/axel-andresson/20/159586,61,400000,1000,Medium/Medium,SUB,5,43,49,43,59,Not Provided,56,40,58,43,49,77,55,61,59
A. Angulo,Álvaro Angulo,228156,22,6/3/97,Colombia,173,Normal,68,Rionegro Águilas,https://sofifa.com/player/228156/alvaro-angulo/20/159586,64,650000,1000,Medium/Medium,LB,17,31,54,64,54,Not Provided,61,62,53,58,28,50,32,53,57
A. Angulo,Anderson Darley Angulo Tenorio,243004,23,7/1/96,Colombia,193,Lean,75,Atlético Bucaramanga,https://sofifa.com/player/243004/anderson-angulo/20/159586,60,325000,1000,Medium/High,RCB,5,26,34,43,61,Not Provided,45,35,29,53,40,73,22,58,60
A. Antilef,Alejo Antilef,242317,20,7/20/98,Argentina,170,Normal,65,Arsenal de Sarandí,https://sofifa.com/player/242317/alejo-antilef/20/159586,66,1100000,2000,High/Medium,SUB,24,58,61,70,48,Not Provided,69,71,63,67,71,51,51,59,43
A. Antunes,Alexis Antunes,250764,18,7/31/00,Switzerland,181,Normal,71,Servette FC,https://sofifa.com/player/250764/alexis-antunes/20/159586,52,100000,1000,Medium/Medium,SUB,27,46,46,59,32,Power Free-Kick,47,59,50,60,52,49,38,30,38
A. Appindangoye,Aaron Appindangoye,218353,27,2/29/92,Gabon,185,Normal,85,Sivasspor,https://sofifa.com/player/218353/aaron-appindangoye/20/159586,68,900000,6000,Medium/Medium,RCB,4,45,56,52,67,Not Provided,61,51,64,49,55,80,35,69,69
A. Arboleda,Andrés Felipe Arboleda Hurtado,214084,32,4/13/87,Colombia,183,Normal,84,Jaguares de Córdoba,https://sofifa.com/player/214084/andres-arboleda/20/159586,61,160000,1000,Low/Medium,SUB,15,33,48,48,59,Not Provided,63,50,56,49,66,88,21,63,52
A. Arellano,Aldo Misael Arellano Miranda,237890,24,6/14/95,Mexico,174,Lean,63,Querétaro,https://sofifa.com/player/237890/aldo-arellano/20/159586,67,950000,3000,Low/High,SUB,8,53,61,65,64,Not Provided,67,63,65,66,66,66,60,65,64
A. Areola,Alphonse Areola,193105,26,2/27/93,France,195,Normal,94,Paris Saint-Germain,https://sofifa.com/player/193105/alphonse-areola/20/159586,82,21000000,71000,Medium/Medium,GK,16,0,0,0,0,Acrobatic Clearance,48,12,37,22,60,80,14,18,12
A. Ariza,Andrés Ariza,247857,20,1/7/99,Colombia,187,Lean,75,Atlético Bucaramanga,https://sofifa.com/player/247857/andres-ariza/20/159586,59,350000,1000,Medium/Medium,SUB,22,46,58,60,54,Not Provided,66,60,60,63,61,67,46,62,55
A. Armstrong,Adam Armstrong,221841,22,2/10/97,England,172,Normal,69,Blackburn Rovers,https://sofifa.com/player/221841/adam-armstrong/20/159586,69,1700000,9000,High/Medium,LM,7,68,60,72,33,Early Crosser,63,71,57,67,66,54,67,23,25
A. Arnarson,Adam Örn Arnarson,224936,23,8/27/95,Iceland,180,Normal,73,Górnik Zabrze,https://sofifa.com/player/224936/adam-orn-arnarson/20/159586,62,375000,1000,Medium/Medium,RES,4,48,53,58,59,Not Provided,61,56,53,58,50,73,49,59,58
A. Arregui,Adrián Arregui,226405,26,8/12/92,Argentina,176,Normal,74,Independiente Medellín,https://sofifa.com/player/226405/adrian-arregui/20/159586,67,850000,2000,Medium/High,LDM,8,56,55,62,65,Leadership,63,60,63,62,61,72,63,68,65
A. Arroyo,Andrés Arroyo,247740,17,1/20/02,Colombia,171,Lean,60,Deportivo Cali,https://sofifa.com/player/247740/andres-arroyo/20/159586,58,250000,1000,Medium/Medium,SUB,15,47,50,66,25,Not Provided,54,67,38,63,55,36,43,27,30
A. Arroyo,Abdiel Arroyo Molinar,235252,25,12/13/93,Panama,183,Normal,82,Newcastle Jets,https://sofifa.com/player/235252/abdiel-arroyo/20/159586,65,700000,2000,High/Low,ST,9,61,38,55,24,Not Provided,53,50,22,64,67,80,54,18,22
A. Artean,Andrei Artean,248111,25,8/14/93,Romania,186,Normal,81,FC Viitorul,https://sofifa.com/player/248111/andrei-artean/20/159586,69,1200000,5000,Medium/High,CDM,18,61,64,66,63,Not Provided,75,63,68,72,74,77,68,69,61
A. Aseri,Abdulfatah Aseri,213007,25,2/26/94,Saudi Arabia,167,Lean,64,Al Ahli,https://sofifa.com/player/213007/abdulfatah-aseri/20/159586,70,2200000,19000,High/Medium,CAM,10,66,64,75,28,Early Crosser,66,74,62,71,70,54,65,30,28
A. Ashraf,Ayman Ashraf,228203,28,4/9/91,Egypt,176,Normal,73,Egypt,https://sofifa.com/player/228203/ayman-ashraf/20/159586,70,0,0,High/Medium,,null,66,68,70,67,Not Provided,74,70,66,72,66,64,61,69,68
A. Asiri,Ahmad Hassan Hassan Asiri,208965,27,11/14/91,Saudi Arabia,177,Lean,70,Al Taawoun,https://sofifa.com/player/208965/ahmed-hassan-asiri/20/159586,66,575000,7000,Medium/High,SUB,33,30,45,40,64,Injury Prone,54,26,46,50,43,70,31,63,62
A. Askar,Amin Soleiman Askar,155266,33,10/1/85,Ethiopia,174,Lean,62,Sarpsborg 08 FF,https://sofifa.com/player/155266/amin-askar/20/159586,64,200000,1000,High/Medium,SUB,77,63,62,71,58,Argues with Officials,64,70,55,68,78,34,71,57,54
A. Ateef,Abdullah Ateef,210926,26,8/3/92,Saudi Arabia,176,Lean,63,Al Hilal,https://sofifa.com/player/210926/abdullah-ateef/20/159586,70,2000000,18000,Medium/High,SUB,8,46,72,65,66,Leadership,75,62,77,74,49,65,47,69,58
A. Atouchi,Amine Atouchi,252461,27,1/7/92,Morocco,182,Lean,72,Abha Club,https://sofifa.com/player/252461/amine-atouchi/20/159586,66,675000,6000,Medium/Medium,SUB,15,30,38,36,69,Not Provided,47,28,39,36,37,69,33,70,66
A. Attiah,Abdulquddus Attiah,242352,22,3/1/97,Saudi Arabia,190,Normal,77,Al Wehda,https://sofifa.com/player/242352/abdulquddus-attiah/20/159586,57,150000,2000,Medium/Medium,RES,13,0,0,0,0,Not Provided,15,10,14,11,38,61,6,8,12
A. Auassar,Adil Auassar,185171,32,10/6/86,Netherlands,187,Stocky,86,Sparta Rotterdam,https://sofifa.com/player/185171/adil-auassar/20/159586,66,425000,3000,Medium/Medium,CDM,6,64,65,61,61,Argues with Officials,65,63,67,65,85,82,72,63,58
A. Avlonitis,Anastasios Avlonitis,223920,29,1/1/90,Greece,190,Normal,81,SK Sturm Graz,https://sofifa.com/player/223920/anastasios-avlonitis/20/159586,69,875000,10000,Medium/High,RCB,5,39,46,45,70,Injury Prone,55,42,59,45,60,80,44,70,70
A. Awaji,Ali Awaji,228690,29,8/2/89,Saudi Arabia,169,Lean,62,Al Ahli,https://sofifa.com/player/228690/ali-awaji/20/159586,63,350000,8000,High/Medium,RES,26,63,54,66,30,Not Provided,54,65,55,65,65,57,63,18,16
A. Ayala,Andrés Ayala,247499,19,3/13/00,Argentina,169,Lean,66,Estudiantes de La Plata,https://sofifa.com/player/247499/andres-ayala/20/159586,60,425000,1000,Medium/Medium,SUB,25,41,55,60,60,Not Provided,67,56,58,58,60,48,37,62,66
A. Ayew,André Ayew Pelé,176571,29,12/17/89,Ghana,176,Normal,72,Swansea City,https://sofifa.com/player/176571/andre-ayew/20/159586,76,7500000,30000,High/Medium,SUB,22,72,72,78,56,"Injury Free, Speed Dribbler (CPU AI Only)",74,77,69,76,75,69,74,60,57
A. Azeez,Adebayo Azeez,207950,25,1/8/94,England,183,Normal,80,Newport County,https://sofifa.com/player/207950/adebayo-azeez/20/159586,57,130000,2000,High/High,SUB,14,51,43,55,26,"Injury Free, Early Crosser",48,53,41,50,53,74,46,19,16
A. Ba,Abou-Malal Ba,240694,20,7/29/98,France,183,Lean,76,FC Nantes,https://sofifa.com/player/240694/abou-malal-ba/20/159586,65,1000000,5000,Medium/Medium,RES,39,50,58,65,60,Not Provided,67,65,63,67,56,71,51,60,55
A. Ba,Abdoul Ba,225050,25,2/8/94,Mauritania,203,Lean,94,AJ Auxerre,https://sofifa.com/player/225050/abdoul-ba/20/159586,67,850000,2000,Low/Low,SUB,5,33,42,41,67,Not Provided,59,36,34,52,41,91,28,70,64
A. Ba,Abdoulaye Ba,204826,28,1/1/91,Senegal,197,Lean,79,Rayo Vallecano,https://sofifa.com/player/204826/abdoulaye-ba/20/159586,72,3100000,6000,Low/Medium,SUB,21,38,46,41,71,Long Passer (CPU AI Only),58,35,41,53,58,83,50,71,61
A. Ba Masoud,Ahmed Ba Masoud,240328,23,11/22/95,Saudi Arabia,177,Lean,70,Al Fayha,https://sofifa.com/player/240328/ahmed-ba-masoud/20/159586,58,180000,3000,Medium/Medium,SUB,24,46,52,57,53,Not Provided,54,57,51,55,48,56,50,56,54
A. Baba,Abdul Rahman Baba,209620,24,7/2/94,Ghana,179,Lean,70,Chelsea,https://sofifa.com/player/209620/abdul-rahman-baba/20/159586,74,6500000,56000,High/Medium,RES,36,50,66,75,72,Early Crosser,72,74,67,75,59,64,47,74,74
A. Babacan,Atalay Babacan,240041,19,6/28/00,Turkey,174,Lean,70,Galatasaray SK,https://sofifa.com/player/240041/atalay-babacan/20/159586,61,550000,5000,Medium/Low,SUB,30,51,65,65,41,Not Provided,68,67,62,61,55,47,54,49,35
A. Baby,Amara Baby,194718,30,2/23/89,Senegal,183,Normal,80,Royal Antwerp FC,https://sofifa.com/player/194718/amara-baby/20/159586,70,1700000,7000,Medium/Medium,SUB,14,67,63,69,55,"Long Passer (CPU AI Only), Crowd Favourite",68,70,60,68,73,72,68,62,58
A. Bacci,Alessandro Bacci,245818,23,9/25/95,Italy,191,Stocky,88,Ascoli,https://sofifa.com/player/245818/alessandro-bacci/20/159586,60,240000,1000,Medium/Medium,RES,12,0,0,0,0,Not Provided,26,10,19,17,48,64,9,14,13
A. Badji,Aliou Badji,237563,21,10/10/97,Senegal,189,Lean,75,SK Rapid Wien,https://sofifa.com/player/237563/aliou-badji/20/159586,68,1300000,6000,Medium/Low,SUB,27,66,41,66,26,Not Provided,46,67,33,68,65,85,64,23,19
A. Bah,Alexander Hartmann Bah,245235,21,12/9/97,Denmark,183,Lean,76,SønderjyskE,https://sofifa.com/player/245235/alexander-bah/20/159586,66,1000000,3000,High/High,RB,9,53,56,65,52,"Injury Prone, Early Crosser",57,65,48,61,53,66,47,50,46
A. Bakasetas,Anastasios Bakasetas,208250,26,6/28/93,Greece,181,Normal,78,Alanyaspor,https://sofifa.com/player/208250/anastasios-bakasetas/20/159586,73,5000000,13000,High/Medium,CAM,11,73,74,69,43,Not Provided,76,68,72,72,79,73,78,33,41
A. Bakayoko,Amadou Bakayoko,221141,23,1/1/96,Sierra Leone,193,Normal,85,Coventry City,https://sofifa.com/player/221141/amadou-bakayoko/20/159586,64,650000,3000,Medium/High,SUB,21,60,51,59,43,Not Provided,57,59,39,58,70,82,52,39,42
A. Bakayoko,Axel Bakayoko,235841,21,1/6/98,France,179,Normal,69,FC St. Gallen,https://sofifa.com/player/235841/axel-bakayoko/20/159586,64,875000,3000,High/Medium,RW,11,59,60,70,54,Not Provided,62,70,58,70,68,44,45,58,53
A. Baker,Ashley Baker,229324,22,10/30/96,Wales,178,Normal,78,Sheffield Wednesday,https://sofifa.com/player/229324/ashley-baker/20/159586,62,375000,4000,Medium/Medium,SUB,24,28,51,56,60,Not Provided,62,54,54,60,37,61,25,64,64
A. Bakir,Alaa Bakir,244140,18,1/15/01,Germany,177,Normal,69,Borussia Dortmund,https://sofifa.com/player/244140/alaa-bakir/20/159586,58,260000,3000,Medium/Medium,RES,43,47,53,66,29,Not Provided,55,67,54,64,51,51,41,26,24
A. Balan,Adrian Balan,247942,29,3/14/90,Romania,185,Normal,81,Politehnica Iasi,https://sofifa.com/player/247942/adrian-balan/20/159586,62,300000,2000,Medium/Medium,ST,9,62,45,59,20,Not Provided,53,65,37,51,60,72,56,18,15
A. Balanta,Andrés Felipe Balanta Cifuentes,243468,19,1/18/00,Colombia,178,Normal,72,Deportivo Cali,https://sofifa.com/player/243468/andres-balanta/20/159586,60,425000,1000,Medium/High,CDM,5,42,52,54,60,Not Provided,64,49,53,57,54,59,44,63,59
A. Balic,Andrija Balic,235874,21,8/11/97,Croatia,180,Lean,70,Udinese,https://sofifa.com/player/235874/andrija-balic/20/159586,68,1300000,5000,Medium/Medium,SUB,31,57,71,72,52,"Beat Offside Trap, Argues with Officials",72,73,72,75,66,55,64,54,56
A. Balicki,Artur Balicki,247625,19,10/11/99,Poland,182,Lean,71,Wisla Kraków,https://sofifa.com/player/247625/artur-balicki/20/159586,54,120000,1000,Medium/Medium,RES,14,53,37,50,20,Not Provided,42,43,30,48,50,60,52,11,15
A. Baluta,Alexandru Baluta,239117,25,9/13/93,Romania,166,Normal,67,SK Slavia Praha,https://sofifa.com/player/239117/alexandru-baluta/20/159586,74,7000000,1000,Medium/Low,SUB,20,69,68,77,42,"Early Crosser, Speed Dribbler (CPU AI Only)",70,76,65,76,70,64,68,40,45
A. Balzano,Antonio Balzano,170514,33,6/13/86,Italy,174,Stocky,74,Pescara,https://sofifa.com/player/170514/antonio-balzano/20/159586,70,800000,3000,High/High,RB,14,42,54,62,69,Inflexible,64,59,58,60,63,77,48,73,74
A. Bamba,Axel Bamba,241858,19,7/6/99,Ivory Coast,183,Stocky,85,Paris FC,https://sofifa.com/player/241858/axel-bamba/20/159586,63,750000,1000,Medium/Medium,RB,15,33,48,52,61,Not Provided,57,49,49,58,41,76,35,62,58
A. Bamba,Abdoul-Kader Bamba,246790,25,5/25/94,France,176,Normal,68,FC Nantes,https://sofifa.com/player/246790/abdoul-kader-bamba/20/159586,62,400000,4000,Medium/Medium,RES,32,57,66,63,46,Not Provided,72,62,80,65,68,51,52,49,59
A. Bamba,Abdoulaye Bamba,199313,29,4/25/90,Ivory Coast,182,Lean,72,Angers SCO,https://sofifa.com/player/199313/abdoulaye-bamba/20/159586,73,3300000,18000,Medium/Medium,LB,25,41,65,66,70,Early Crosser,69,61,66,70,50,71,53,73,74
A. Baptiste,Alex Baptiste,140422,33,1/31/86,England,180,Normal,74,Doncaster Rovers,https://sofifa.com/player/140422/alex-baptiste/20/159586,66,300000,4000,Medium/Medium,SUB,15,38,51,58,65,Not Provided,60,54,48,60,56,76,40,62,61
A. Barberis,Andrea Barberis,219594,25,12/11/93,Italy,177,Lean,72,Crotone,https://sofifa.com/player/219594/andrea-barberis/20/159586,69,1400000,2000,High/High,RCM,18,46,67,65,59,Not Provided,71,59,68,71,61,56,57,66,58
A. Barboza,Alexander Nahuel Barboza Ullúa,229749,24,3/16/95,Argentina,192,Normal,88,Independiente,https://sofifa.com/player/229749/alexander-barboza/20/159586,76,9500000,16000,High/High,LCB,26,55,58,62,73,Not Provided,67,63,62,66,73,89,50,78,74
A. Bardakci,Abdülkerim Bardakci,229905,24,9/7/94,Turkey,190,Normal,80,Atiker Konyaspor,https://sofifa.com/player/229905/abdulkerim-bardakci/20/159586,68,1000000,6000,Medium/Medium,RES,19,32,47,53,66,Not Provided,55,47,43,60,46,80,27,70,67
A. Bareiro,Adam Bareiro,246690,22,7/26/96,Paraguay,184,Stocky,84,San Lorenzo de Almagro,https://sofifa.com/player/246690/adam-bareiro/20/159586,69,1600000,9000,High/Medium,ST,7,67,48,67,22,"Selfish, Outside Foot Shot",55,68,48,70,61,78,65,16,15
